Rank;Codigo_Instituicao;Instituicao;Exportacao_Quant;Exportacao_Valor;Importacao_Quant;Importacao_Valor;Transf_Exterior_Quant;Transf_Exterior_Valor;Transf_pExterior_Quant;Transf_pExterior_Valor;Mercado_Primario_Quant;Mercado_Primario_Valor;Mercado_Interbancario_Quant;Mercado_Interbancario_Valor;Total_Geral_Quant;Total_Geral_Valor;Data_Ref
15;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.;11.0;39657178.0;9.0;2942928.0;17.0;3757792.0;42.0;5780014.0;79.0;52137913.0;224.0;1177156544.0;303.0;1229294457.0;2015-01
17;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.;76.0;295762114.0;13.0;17735454.0;66.0;223510857.0;156.0;375138753.0;311.0;912147177.0;23.0;265332167.0;334.0;1177479344.0;2015-01
18;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.;73.0;45183547.0;377.0;101984876.0;333.0;410699585.0;480.0;113291682.0;1263.0;671159690.0;143.0;492937380.0;1406.0;1164097071.0;2015-01
19;68.900.810;BANCO RENDIMENTO S.A.;2.0;202102.0;61.0;4600807.0;4196.0;66349769.0;2186.0;206325135.0;6445.0;277477813.0;7999.0;728715409.0;14444.0;1006193222.0;2015-01
21;62.232.889;BANCO DAYCOVAL S.A.;229.0;89829128.0;463.0;36752908.0;494.0;12920870.0;3112.0;75149209.0;4298.0;214652114.0;1579.0;704856288.0;5877.0;919508402.0;2015-01
22;28.195.667;BANCO ABC BRASIL S.A.;46.0;11950119.0;113.0;15398524.0;29.0;170014032.0;320.0;69627178.0;508.0;266989853.0;60.0;593895972.0;568.0;860885825.0;2015-01
23;49.336.860;ING BANK N.V.;18.0;139000661.0;6.0;37882627.0;12.0;147207398.0;56.0;57838508.0;92.0;381929194.0;31.0;390583400.0;123.0;772512594.0;2015-01
24;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;37.0;227936699.0;;;49.0;29323692.0;46.0;90484973.0;132.0;347745364.0;4.0;269946335.0;136.0;617691700.0;2015-01
28;15.114.366;BANCO BBM S/A;12.0;8119563.0;5.0;18601374.0;10.0;20582000.0;30.0;6192243.0;57.0;53495181.0;28.0;365944406.0;85.0;419439587.0;2015-01
29;73.622.748;B & T ASSOCIADOS CORRETORA DE CÂMBIO LTDA.;35.0;448842.0;502.0;13219579.0;722.0;5979673.0;1951.0;113591266.0;3210.0;133239360.0;3926.0;281538064.0;7136.0;414777424.0;2015-01
30;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.;2.0;11000000.0;2.0;488333.0;14.0;18733153.0;68.0;6156391.0;86.0;36377877.0;132.0;357683983.0;218.0;394061860.0;2015-01
31;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;655.0;68968992.0;1504.0;70121291.0;342.0;18991434.0;1671.0;72851020.0;4172.0;230932738.0;64.0;120959919.0;4236.0;351892657.0;2015-01
33;13.059.145;BEXS BANCO DE CÂMBIO S/A;19.0;17593575.0;144.0;4659660.0;147.0;41499874.0;543.0;50520916.0;853.0;114274024.0;564.0;201690152.0;1417.0;315964177.0;2015-01
34;34.111.187;BES INVESTIMENTO DO BRASIL S.A. - BANCO DE INVESTIMENTO;4.0;1270443.0;;;142.0;52430546.0;102.0;33249329.0;248.0;86950318.0;75.0;211612885.0;323.0;298563203.0;2015-01
35;33.923.798;BANCO MÁXIMA S.A.;27.0;2060964.0;376.0;16745692.0;58.0;2664910.0;284.0;14462066.0;745.0;35933632.0;1823.0;250128526.0;2568.0;286062158.0;2015-01
36;06.917.793;PREVIBANK S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;4.0;206125.0;1756.0;125437156.0;256.0;648481.0;3844.0;12739366.0;5860.0;139031127.0;964.0;138629016.0;6824.0;277660143.0;2015-01
38;32.648.370;FAIR CORRETORA DE CAMBIO S.A.;44.0;762500.0;1050.0;30189480.0;608.0;7041021.0;2575.0;65763853.0;4277.0;103756853.0;814.0;88163251.0;5091.0;191920105.0;2015-01
39;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.;4.0;18647.0;107.0;2424826.0;372.0;2979589.0;1504.0;26616167.0;1987.0;32039230.0;2295.0;149826431.0;4282.0;181865661.0;2015-01
40;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;19.0;488603.0;163.0;2058311.0;1143.0;9348311.0;6989.0;84774903.0;8314.0;96670129.0;859.0;77885135.0;9173.0;174555265.0;2015-01
42;72.760.713;RENOVA S.A. CORRETORA DE CÂMBIO;3.0;30788.0;87.0;2573441.0;246.0;1616489.0;1178.0;13060384.0;1514.0;17281102.0;933.0;131559394.0;2447.0;148840496.0;2015-01
43;07.450.604;BANCO INDUSTRIAL E COMERCIAL S.A.;120.0;42125288.0;139.0;20722172.0;88.0;5374600.0;212.0;13646584.0;559.0;81868644.0;46.0;63840989.0;605.0;145709633.0;2015-01
44;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.;3.0;14746.0;34.0;277160.0;487.0;12003483.0;1464.0;61542280.0;1988.0;73837668.0;1439.0;70213440.0;3427.0;144051108.0;2015-01
45;30.723.886;BANCO MODAL S.A.;11.0;407630.0;50.0;8670257.0;24.0;4072557.0;60.0;12743838.0;145.0;25894283.0;49.0;116192811.0;194.0;142087094.0;2015-01
46;61.186.680;BANCO BMG S.A.;1.0;500000.0;;;;;15.0;73532771.0;16.0;74032771.0;5.0;66900000.0;21.0;140932771.0;2015-01
47;00.250.699;AGK CORRETORA DE CAMBIO S.A.;68.0;3667147.0;940.0;43425208.0;331.0;7242813.0;988.0;12930854.0;2327.0;67266021.0;284.0;52134782.0;2611.0;119400804.0;2015-01
48;15.357.060;BANCO WOORI BANK DO BRASIL S.A.;1.0;22356.0;32.0;33409667.0;14.0;9377376.0;229.0;16074032.0;276.0;58883431.0;47.0;59270000.0;323.0;118153431.0;2015-01
50;03.609.817;BANCO CARGILL S.A.;20.0;52290368.0;;;1.0;27500.0;12.0;2920918.0;33.0;55238786.0;6.0;52500000.0;39.0;107738786.0;2015-01
51;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA;59.0;1610261.0;1076.0;29444802.0;731.0;8330746.0;2739.0;21569197.0;4605.0;60955005.0;591.0;46332875.0;5196.0;107287880.0;2015-01
52;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;2.0;13000000.0;18.0;28538049.0;8.0;14381319.0;65.0;9224447.0;93.0;65143815.0;26.0;40856869.0;119.0;106000685.0;2015-01
53;61.024.352;BANCO INDUSVAL S.A.;43.0;17268874.0;27.0;4381055.0;14.0;249278.0;127.0;10417500.0;211.0;32316707.0;76.0;71393909.0;287.0;103710616.0;2015-01
54;33.884.941;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A.;15.0;567405.0;15.0;314899.0;32.0;19163342.0;240.0;31951169.0;302.0;51996815.0;26.0;47729080.0;328.0;99725896.0;2015-01
55;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;517.0;27126755.0;287.0;12372894.0;113.0;4660816.0;409.0;2202037.0;1326.0;46362502.0;85.0;50187403.0;1411.0;96549904.0;2015-01
56;61.088.183;BANCO MIZUHO DO BRASIL S.A.;16.0;18779159.0;1.0;660705.0;10.0;1570232.0;29.0;1737398.0;56.0;22747493.0;44.0;70976021.0;100.0;93723514.0;2015-01
57;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.;8.0;193322.0;523.0;18390672.0;180.0;1545971.0;730.0;21756514.0;1441.0;41886479.0;1179.0;48760740.0;2620.0;90647219.0;2015-01
58;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA;4.0;202945.0;248.0;6689324.0;483.0;1828950.0;2076.0;21249909.0;2811.0;29971128.0;1583.0;58237504.0;4394.0;88208632.0;2015-01
59;59.118.133;BANCO LUSO BRASILEIRO S.A.;5.0;825394.0;395.0;33554708.0;4.0;46069.0;127.0;7890696.0;531.0;42316866.0;158.0;44978937.0;689.0;87295803.0;2015-01
60;58.616.418;BANCO FIBRA S.A.;50.0;6037747.0;293.0;21879612.0;56.0;1503803.0;172.0;16107378.0;571.0;45528540.0;73.0;36627286.0;644.0;82155826.0;2015-01
61;60.889.128;BANCO SOFISA S.A.;91.0;12932334.0;88.0;7116756.0;24.0;1012216.0;106.0;12857733.0;309.0;33919039.0;18.0;36893157.0;327.0;70812196.0;2015-01
63;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.;1.0;5460000.0;;;1.0;28500000.0;8.0;96410.0;10.0;34056410.0;3.0;34294100.0;13.0;68350510.0;2015-01
64;17.184.037;BANCO MERCANTIL DO BRASIL S.A.;6.0;238153.0;17.0;1193537.0;22.0;856691.0;63.0;16011352.0;108.0;18299733.0;59.0;47961294.0;167.0;66261027.0;2015-01
65;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.;8.0;333088.0;35.0;5426921.0;12.0;21330292.0;51.0;6203212.0;106.0;33293514.0;18.0;32919974.0;124.0;66213488.0;2015-01
66;02.318.507;BANCO KEB DO BRASIL S.A.;1.0;1382108.0;2.0;995966.0;37.0;19642489.0;379.0;29318904.0;419.0;51339467.0;13.0;14363000.0;432.0;65702467.0;2015-01
67;01.181.521;BANCO COOPERATIVO SICREDI S.A.;255.0;13515608.0;358.0;12668066.0;105.0;2273497.0;287.0;16478225.0;1005.0;44935396.0;44.0;18482362.0;1049.0;63417758.0;2015-01
68;03.532.415;BANCO ABN AMRO S.A.;16.0;23934143.0;1.0;3442920.0;5.0;2419035.0;9.0;1666881.0;31.0;31462979.0;18.0;30180000.0;49.0;61642979.0;2015-01
69;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.;28.0;20904586.0;42.0;4953703.0;15.0;257249.0;45.0;738618.0;130.0;26854156.0;24.0;29404959.0;154.0;56259115.0;2015-01
70;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.;8.0;85214.0;546.0;14008992.0;1139.0;1955047.0;1253.0;11561876.0;2946.0;27611130.0;509.0;26495844.0;3455.0;54106974.0;2015-01
71;74.451.022;TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA;18.0;604745.0;503.0;11629972.0;124.0;1259469.0;1845.0;14908482.0;2490.0;28402667.0;627.0;24880068.0;3117.0;53282735.0;2015-01
73;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES;11.0;3296096.0;1.0;269934.0;1.0;52.0;4.0;6960.0;17.0;3573043.0;49.0;47050000.0;66.0;50623043.0;2015-01
74;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.;17.0;251633.0;688.0;17317662.0;137.0;3173246.0;655.0;6835320.0;1497.0;27577861.0;376.0;21502303.0;1873.0;49080164.0;2015-01
77;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.;60.0;6347825.0;173.0;13417122.0;8.0;412222.0;55.0;1119131.0;296.0;21296300.0;93.0;19959670.0;389.0;41255970.0;2015-01
78;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.;1.0;3500000.0;4.0;13815840.0;2.0;43353.0;9.0;2219828.0;16.0;19579021.0;6.0;19930000.0;22.0;39509021.0;2015-01
79;07.679.404;BANCO TOPÁZIO S.A.;8.0;1078390.0;7.0;77731.0;5.0;819034.0;109.0;17927069.0;129.0;19902223.0;82.0;18920824.0;211.0;38823046.0;2015-01
80;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.;2.0;57000.0;79.0;1033809.0;348.0;1633528.0;1701.0;15540698.0;2130.0;18265035.0;756.0;19145948.0;2886.0;37410984.0;2015-01
81;61.033.106;BPN BRASIL BANCO MÚLTIPLO S.A.;4.0;3310589.0;;;34.0;15377348.0;6.0;30245.0;44.0;18718182.0;11.0;18603414.0;55.0;37321596.0;2015-01
83;10.690.848;BANCO DA CHINA BRASIL S.A.;2.0;196534.0;14.0;771126.0;17.0;11032888.0;55.0;5317142.0;88.0;17317690.0;21.0;16980000.0;109.0;34297690.0;2015-01
85;65.982.589;GRACO CORRETORA DE CAMBIO S.A.;2.0;13223.0;164.0;6434235.0;124.0;342752.0;593.0;5974990.0;883.0;12765200.0;420.0;20245266.0;1303.0;33010466.0;2015-01
87;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA;14.0;303674.0;342.0;7923670.0;84.0;1405699.0;611.0;6533195.0;1051.0;16166238.0;664.0;16065448.0;1715.0;32231687.0;2015-01
88;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.;7.0;75126.0;84.0;1484843.0;88.0;208904.0;2413.0;13779611.0;2592.0;15548484.0;702.0;16083542.0;3294.0;31632026.0;2015-01
89;59.285.411;BANCO PAN S.A.;9.0;4110838.0;;;5.0;48734.0;22.0;8621808.0;36.0;12781381.0;12.0;17037545.0;48.0;29818926.0;2015-01
91;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.;1.0;15459.0;51.0;1384797.0;580.0;786726.0;2029.0;10466202.0;2661.0;12653184.0;379.0;16414607.0;3040.0;29067791.0;2015-01
95;62.144.175;BANCO PINE S.A.;7.0;4759932.0;6.0;8124731.0;9.0;864770.0;55.0;3298280.0;77.0;17047713.0;1.0;10000000.0;78.0;27047713.0;2015-01
96;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.;16.0;418281.0;214.0;6185325.0;117.0;512180.0;842.0;7202273.0;1189.0;14318059.0;756.0;12577684.0;1945.0;26895743.0;2015-01
97;04.062.902;VISION S.A. CORRETORA DE CAMBIO;9.0;150324.0;282.0;5905872.0;65.0;584918.0;490.0;6874790.0;846.0;13515903.0;897.0;12875782.0;1743.0;26391686.0;2015-01
98;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA;2.0;40704.0;171.0;5488740.0;7.0;20108.0;2047.0;7414928.0;2227.0;12964479.0;397.0;13086673.0;2624.0;26051152.0;2015-01
100;33.042.151;BANCO DE LA NACION ARGENTINA;4.0;4519000.0;3.0;70827.0;290.0;391464.0;71.0;59363.0;368.0;5040654.0;14.0;16120787.0;382.0;21161441.0;2015-01
101;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.;1.0;14789.0;123.0;4004987.0;123.0;807722.0;2168.0;5696306.0;2415.0;10523805.0;273.0;10008272.0;2688.0;20532077.0;2015-01
104;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.;25.0;447450.0;178.0;3720978.0;213.0;1914506.0;614.0;5946640.0;1030.0;12029573.0;230.0;7462570.0;1260.0;19492144.0;2015-01
105;92.894.922;BANCO ORIGINAL S.A.;3.0;2887019.0;22.0;9095598.0;;;128.0;1553579.0;153.0;13536196.0;10.0;4676018.0;163.0;18212214.0;2015-01
108;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO;18.0;1863450.0;19.0;814213.0;6.0;5644910.0;15.0;5213520.0;58.0;13536094.0;4.0;3150000.0;62.0;16686094.0;2015-01
115;04.902.979;BANCO DA AMAZONIA S.A.;32.0;2456059.0;22.0;1185459.0;15.0;301938.0;65.0;1836135.0;134.0;5779591.0;21.0;4751548.0;155.0;10531139.0;2015-01
116;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.;15.0;759194.0;75.0;1796631.0;106.0;226793.0;1213.0;2719352.0;1409.0;5501970.0;244.0;4741022.0;1653.0;10242992.0;2015-01
119;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.;2.0;19234.0;11.0;227423.0;132.0;491790.0;503.0;4404235.0;648.0;5142682.0;373.0;4308908.0;1021.0;9451591.0;2015-01
123;73.302.408;EXIM CORRETORA DE CAMBIO LTDA;3.0;24111.0;24.0;317269.0;44.0;657078.0;380.0;3280945.0;451.0;4279403.0;207.0;3075497.0;658.0;7354900.0;2015-01
124;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA;9.0;260538.0;100.0;2642521.0;6.0;109676.0;202.0;688811.0;317.0;3701545.0;163.0;3548300.0;480.0;7249845.0;2015-01
129;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;1.0;17967.0;;;349.0;2438191.0;13.0;70175.0;363.0;2526332.0;37.0;2531900.0;400.0;5058232.0;2015-01
130;14.388.334;PARANÁ BANCO S.A.;8.0;3175165.0;1.0;38626.0;;;5.0;14511.0;14.0;3228302.0;2.0;1400000.0;16.0;4628302.0;2015-01
134;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.;27.0;114909.0;;;48.0;348024.0;532.0;1189391.0;607.0;1652324.0;93.0;1191639.0;700.0;2843963.0;2015-01
138;04.913.711;BANCO DO ESTADO DO PARÁ S.A.;6.0;828371.0;;;8.0;2971.0;84.0;259140.0;98.0;1090482.0;14.0;1144087.0;112.0;2234569.0;2015-01
150;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;1.0;10670.0;8.0;136434.0;7.0;45115.0;37.0;354677.0;53.0;546895.0;38.0;479119.0;91.0;1026014.0;2015-01
1;60.701.190;ITAÚ UNIBANCO S.A.;6412.0;1215754934.0;14700.0;1500135828.0;42995.0;2556035696.0;27924.0;4173704623.0;92031.0;9445631081.0;385.0;13704509235.0;92416.0;23150140316.0;2015-02
2;90.400.888;BANCO SANTANDER (BRASIL) S.A.;3216.0;1213569114.0;15302.0;1551834614.0;15453.0;2870355285.0;23605.0;3433381956.0;57576.0;9069140969.0;1007.0;11934231552.0;58583.0;21003372521.0;2015-02
3;01.701.201;HSBC BANK BRASIL S.A. - BANCO MULTIPLO;2149.0;1048295219.0;8471.0;1376158770.0;10563.0;3479795289.0;19871.0;3309238763.0;41054.0;9213488041.0;855.0;8335140828.0;41909.0;17548628869.0;2015-02
4;33.172.537;BANCO J.P. MORGAN S.A.;220.0;746466353.0;2545.0;782492307.0;777.0;5355002160.0;1605.0;5009490755.0;5147.0;11893451575.0;633.0;4790039131.0;5780.0;16683490706.0;2015-02
5;33.479.023;BANCO CITIBANK S.A.;1407.0;612997774.0;4732.0;1184954184.0;8033.0;5239836059.0;12143.0;4775233407.0;26315.0;11813021423.0;556.0;4637487662.0;26871.0;16450509085.0;2015-02
6;60.746.948;BANCO BRADESCO S.A.;4516.0;1550760078.0;8785.0;1061843834.0;20833.0;4426304106.0;15130.0;4571444134.0;49264.0;11610352151.0;867.0;1877933602.0;50131.0;13488285753.0;2015-02
7;00.000.000;BANCO DO BRASIL S.A.;7987.0;3230374691.0;12960.0;2145683475.0;17027.0;1598689231.0;20650.0;2406745480.0;58624.0;9381492877.0;370.0;2229233839.0;58994.0;11610726716.0;2015-02
8;30.306.294;BANCO BTG PACTUAL S.A.;13.0;109826519.0;33.0;40556354.0;468.0;1129285758.0;548.0;1694297124.0;1062.0;2973965755.0;251.0;8544399929.0;1313.0;11518365684.0;2015-02
9;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO;228.0;493809372.0;735.0;445118953.0;327.0;591494968.0;891.0;1115736761.0;2181.0;2646160055.0;168.0;2514394215.0;2349.0;5160554270.0;2015-02
10;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.;7.0;3308954.0;;;216.0;1278762081.0;163.0;1239663215.0;386.0;2521734251.0;97.0;2444089733.0;483.0;4965823984.0;2015-02
11;01.522.368;BANCO BNP PARIBAS BRASIL S.A.;268.0;450512173.0;968.0;423400964.0;528.0;952378541.0;1144.0;649966518.0;2908.0;2476258195.0;438.0;2103812357.0;3346.0;4580070552.0;2015-02
12;61.533.584;BANCO SOCIETE GENERALE BRASIL S.A.;11.0;76951130.0;114.0;8944188.0;138.0;773002190.0;229.0;744570254.0;492.0;1603467762.0;322.0;2108303731.0;814.0;3711771493.0;2015-02
14;62.073.200;BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.;47.0;84500325.0;272.0;53475957.0;150.0;1342111632.0;251.0;1028760216.0;720.0;2508848130.0;33.0;1017966384.0;753.0;3526814514.0;2015-02
15;59.588.111;BANCO VOTORANTIM S.A.;135.0;282644455.0;1018.0;218469556.0;213.0;329231804.0;985.0;498813646.0;2351.0;1329159462.0;565.0;1579809817.0;2916.0;2908969279.0;2015-02
16;61.820.817;BANCO PAULISTA S.A.;53.0;21229815.0;286.0;35766001.0;584.0;108432701.0;1483.0;118521711.0;2406.0;283950228.0;6721.0;1698842461.0;9127.0;1982792689.0;2015-02
17;60.498.557;BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;141.0;95500707.0;476.0;86663067.0;480.0;218094366.0;408.0;65053385.0;1505.0;465311524.0;447.0;1350829702.0;1952.0;1816141226.0;2015-02
19;11.932.017;STANDARD CHARTERED BANK (BRASIL) S.A. – BANCO DE INVESTIMENTO;10.0;14400000.0;25.0;15526200.0;25.0;34965022.0;35.0;9291264.0;95.0;74182486.0;277.0;1418198461.0;372.0;1492380947.0;2015-02
20;11.703.662;BANCO CONFIDENCE DE CÂMBIO S.A.;30.0;1446661.0;246.0;17015486.0;187.0;97976624.0;716.0;138702217.0;1179.0;255140989.0;7943.0;981873487.0;9122.0;1237014476.0;2015-02
21;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;28.0;250082667.0;;;47.0;115036670.0;57.0;142841909.0;132.0;507961246.0;10.0;720576500.0;142.0;1228537746.0;2015-02
23;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.;37.0;90601418.0;9.0;20807862.0;61.0;123696318.0;105.0;261193349.0;212.0;496298947.0;40.0;454236176.0;252.0;950535123.0;2015-02
24;58.160.789;BANCO SAFRA S.A.;158.0;89179358.0;1231.0;110855338.0;755.0;142689342.0;2131.0;153872207.0;4275.0;496596245.0;175.0;364486535.0;4450.0;861082780.0;2015-02
26;00.360.305;CAIXA ECONOMICA FEDERAL;175.0;36852252.0;139.0;2878474.0;3879.0;242132313.0;1857.0;67739368.0;6050.0;349602405.0;252.0;458559437.0;6302.0;808161842.0;2015-02
27;62.232.889;BANCO DAYCOVAL S.A.;190.0;67350245.0;394.0;28175553.0;428.0;13149153.0;2024.0;98830210.0;3036.0;207505162.0;1086.0;453096227.0;4122.0;660601389.0;2015-02
28;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.;110.0;39774751.0;285.0;163804037.0;287.0;101998075.0;403.0;75502711.0;1085.0;381079574.0;95.0;272595576.0;1180.0;653675150.0;2015-02
29;28.195.667;BANCO ABC BRASIL S.A.;43.0;20410662.0;99.0;16808981.0;28.0;58803759.0;284.0;67247018.0;454.0;163270420.0;50.0;442121648.0;504.0;605392069.0;2015-02
30;49.336.860;ING BANK N.V.;25.0;228443701.0;30.0;9914365.0;6.0;3859302.0;69.0;2220776.0;130.0;244438144.0;18.0;214062600.0;148.0;458500744.0;2015-02
31;68.900.810;BANCO RENDIMENTO S.A.;13.0;226295.0;46.0;4886803.0;4094.0;52179379.0;1382.0;97940191.0;5535.0;155232668.0;4994.0;279113342.0;10529.0;434346011.0;2015-02
32;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.;7.0;66896328.0;;;11.0;16608289.0;35.0;3772668.0;53.0;87277285.0;102.0;311674135.0;155.0;398951420.0;2015-02
33;78.632.767;BANCO OURINVEST S.A.;1.0;2745399.0;50.0;4344063.0;130.0;2048286.0;386.0;6635335.0;567.0;15773082.0;3499.0;370303487.0;4066.0;386076569.0;2015-02
34;71.027.866;BANCO BONSUCESSO S.A.;4.0;84085.0;;;40.0;1650969.0;63.0;4045108.0;107.0;5780162.0;286.0;364618736.0;393.0;370398898.0;2015-02
35;13.059.145;BEXS BANCO DE CÂMBIO S/A;16.0;25772584.0;118.0;4376025.0;168.0;18025584.0;319.0;14742188.0;621.0;62916381.0;512.0;230640776.0;1133.0;293557157.0;2015-02
37;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;660.0;70074171.0;1012.0;54193590.0;325.0;10576247.0;1097.0;20440591.0;3094.0;155284600.0;61.0;97909156.0;3155.0;253193756.0;2015-02
38;61.088.183;BANCO MIZUHO DO BRASIL S.A.;37.0;87674921.0;2.0;498147.0;11.0;2990227.0;32.0;19995811.0;82.0;111159106.0;54.0;132480285.0;136.0;243639391.0;2015-02
39;73.622.748;B & T ASSOCIADOS CORRETORA DE CÂMBIO LTDA.;31.0;486316.0;315.0;7775711.0;653.0;7200711.0;1512.0;55389097.0;2511.0;70851835.0;2341.0;138763566.0;4852.0;209615401.0;2015-02
40;33.923.798;BANCO MÁXIMA S.A.;29.0;587783.0;242.0;11806701.0;57.0;18903957.0;234.0;10830953.0;562.0;42129393.0;1296.0;164024745.0;1858.0;206154138.0;2015-02
41;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;3.0;5581000.0;16.0;33670088.0;8.0;60199820.0;71.0;4940626.0;98.0;104391534.0;18.0;64904406.0;116.0;169295940.0;2015-02
42;33.884.941;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A.;12.0;713746.0;17.0;296210.0;16.0;70158229.0;183.0;81378748.0;228.0;152546933.0;10.0;15641700.0;238.0;168188633.0;2015-02
44;07.450.604;BANCO INDUSTRIAL E COMERCIAL S.A.;144.0;68069491.0;95.0;9451805.0;70.0;2958497.0;143.0;9452182.0;452.0;89931974.0;54.0;72213004.0;506.0;162144978.0;2015-02
46;59.118.133;BANCO LUSO BRASILEIRO S.A.;12.0;3132945.0;348.0;61166806.0;2.0;29963547.0;74.0;3286542.0;436.0;97549839.0;157.0;37718775.0;593.0;135268615.0;2015-02
47;72.760.713;RENOVA S.A. CORRETORA DE CÂMBIO;3.0;63619.0;42.0;861520.0;176.0;1936353.0;874.0;8104240.0;1095.0;10965731.0;738.0;122879529.0;1833.0;133845260.0;2015-02
48;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.;2.0;142120.0;;;22.0;18067659.0;26.0;1084863.0;50.0;19294641.0;80.0;113933278.0;130.0;133227919.0;2015-02
49;06.917.793;PREVIBANK S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;4.0;183985.0;809.0;57870877.0;298.0;1710973.0;2274.0;7423235.0;3385.0;67189070.0;655.0;66035606.0;4040.0;133224676.0;2015-02
50;03.609.817;BANCO CARGILL S.A.;13.0;61773661.0;9.0;937595.0;2.0;47673.0;10.0;1991074.0;34.0;64750003.0;8.0;65500000.0;42.0;130250003.0;2015-02
51;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.;6.0;138307.0;67.0;1241216.0;318.0;2776769.0;1035.0;16633531.0;1426.0;20789823.0;1551.0;101996475.0;2977.0;122786298.0;2015-02
52;62.144.175;BANCO PINE S.A.;4.0;11797098.0;7.0;1463939.0;4.0;30002112.0;41.0;21646284.0;56.0;64909433.0;3.0;55000000.0;59.0;119909433.0;2015-02
53;58.616.418;BANCO FIBRA S.A.;100.0;6502940.0;153.0;12183443.0;67.0;30528329.0;173.0;10524320.0;493.0;59739032.0;75.0;58059686.0;568.0;117798719.0;2015-02
54;17.184.037;BANCO MERCANTIL DO BRASIL S.A.;1.0;6195.0;8.0;1891030.0;37.0;37997605.0;37.0;3051289.0;83.0;42946119.0;59.0;74563555.0;142.0;117509674.0;2015-02
55;32.648.370;FAIR CORRETORA DE CAMBIO S.A.;32.0;604235.0;704.0;19832442.0;572.0;7261658.0;1884.0;37948283.0;3192.0;65646618.0;570.0;50014944.0;3762.0;115661561.0;2015-02
